"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_613","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_613","clinics_to_wastewater",25,19,29,"Within 95% CI"
"Tree_614","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_614","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_615","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_615","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_616","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_616","clinics_to_wastewater",26,19.975,30,"Within 95% CI"
"Tree_617","wastewater_to_clinics",25,19.975,30,"Within 95% CI"
"Tree_617","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_618","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_618","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_619","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_619","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_620","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_620","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_621","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_621","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_622","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_622","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_623","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_623","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_624","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_624","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_625","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_625","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_626","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_626","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_627","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_627","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_628","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_628","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_629","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_629","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_630","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_630","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_631","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_631","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_632","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_632","clinics_to_wastewater",21,19,30,"Within 95% CI"
"Tree_633","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_633","clinics_to_wastewater",23,19.975,29.025,"Within 95% CI"
"Tree_634","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_634","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_635","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_635","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_636","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_636","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_637","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_637","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_638","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_638","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_639","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_639","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_640","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_640","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_641","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_641","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_642","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_642","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_643","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_643","clinics_to_wastewater",20,19,30,"Within 95% CI"
"Tree_644","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_644","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_645","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_645","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_646","wastewater_to_clinics",27,20,29,"Within 95% CI"
"Tree_646","clinics_to_wastewater",26,20,29.025,"Within 95% CI"
"Tree_647","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_647","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_648","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_648","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_649","wastewater_to_clinics",23,19.975,30,"Within 95% CI"
"Tree_649","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_650","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_650","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_651","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_651","clinics_to_wastewater",23,19.975,30,"Within 95% CI"
"Tree_652","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_652","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_653","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_653","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_654","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_654","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_655","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_655","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_656","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_656","clinics_to_wastewater",26,19,30,"Within 95% CI"
"Tree_657","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_657","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_658","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_658","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_659","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_659","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_660","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_660","clinics_to_wastewater",25,20,30.025,"Within 95% CI"
"Tree_661","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_661","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_662","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_662","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_663","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_663","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_664","wastewater_to_clinics",23,20,31,"Within 95% CI"
"Tree_664","clinics_to_wastewater",22,20,31,"Within 95% CI"
"Tree_665","wastewater_to_clinics",26,19,30,"Within 95% CI"
"Tree_665","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_666","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_666","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_667","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_667","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_668","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_668","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_669","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_669","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_670","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_670","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_671","wastewater_to_clinics",24,20,29.025,"Within 95% CI"
"Tree_671","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_672","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_672","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_673","wastewater_to_clinics",25,20,31,"Within 95% CI"
"Tree_673","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_674","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_674","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_675","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_675","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_676","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_676","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_677","wastewater_to_clinics",26,19.975,30,"Within 95% CI"
"Tree_677","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_678","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_678","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_679","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_679","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_680","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_680","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_681","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_681","clinics_to_wastewater",21,20,29,"Within 95% CI"
"Tree_682","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_682","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_683","wastewater_to_clinics",24,19.975,29,"Within 95% CI"
"Tree_683","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_684","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_684","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_685","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_685","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_686","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_686","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_687","wastewater_to_clinics",25,19.975,29,"Within 95% CI"
"Tree_687","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_688","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_688","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_689","wastewater_to_clinics",25,19,29.025,"Within 95% CI"
"Tree_689","clinics_to_wastewater",24,19,29.025,"Within 95% CI"
"Tree_690","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_690","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_691","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_691","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_692","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_692","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_693","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_693","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_694","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_694","clinics_to_wastewater",23,20,31,"Within 95% CI"
"Tree_695","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_695","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_696","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_696","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_697","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_697","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_698","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_698","clinics_to_wastewater",20,19,30,"Within 95% CI"
"Tree_699","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_699","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_700","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_700","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_701","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_701","clinics_to_wastewater",21,20,29,"Within 95% CI"
"Tree_702","wastewater_to_clinics",29,19,29,"Within 95% CI"
"Tree_702","clinics_to_wastewater",28,19,30,"Within 95% CI"
"Tree_703","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_703","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_704","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_704","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_705","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_705","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_706","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_706","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_707","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_707","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_708","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_708","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_709","wastewater_to_clinics",23,20,29.025,"Within 95% CI"
"Tree_709","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_710","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_710","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_711","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_711","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_712","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_712","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_713","wastewater_to_clinics",23,20,31,"Within 95% CI"
"Tree_713","clinics_to_wastewater",22,20,30.025,"Within 95% CI"
"Tree_714","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_714","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_715","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_715","clinics_to_wastewater",27,19.975,30,"Within 95% CI"
"Tree_716","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_716","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_717","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_717","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_718","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_718","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_719","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_719","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_720","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_720","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_721","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_721","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_722","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_722","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_723","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_723","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_724","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_724","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_725","wastewater_to_clinics",22,19,30,"Within 95% CI"
"Tree_725","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_726","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_726","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_727","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_727","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_728","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_728","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_729","wastewater_to_clinics",25,20,31,"Within 95% CI"
"Tree_729","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_730","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_730","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_731","wastewater_to_clinics",23,20,31,"Within 95% CI"
"Tree_731","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_732","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_732","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_733","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_733","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_734","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_734","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_735","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_735","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_736","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_736","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_737","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_737","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_738","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_738","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_739","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_739","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_740","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_740","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_741","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_741","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_742","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_742","clinics_to_wastewater",24,20,29.025,"Within 95% CI"
"Tree_743","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_743","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_744","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_744","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_745","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_745","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_746","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_746","clinics_to_wastewater",22,19,29.025,"Within 95% CI"
"Tree_747","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_747","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_748","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_748","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_749","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_749","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_750","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_750","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_751","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_751","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_752","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_752","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_753","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_753","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_754","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_754","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_755","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_755","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_756","wastewater_to_clinics",27,19.975,30,"Within 95% CI"
"Tree_756","clinics_to_wastewater",26,19,30,"Within 95% CI"
"Tree_757","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_757","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_758","wastewater_to_clinics",29,19,30,"Within 95% CI"
"Tree_758","clinics_to_wastewater",28,19.975,30,"Within 95% CI"
"Tree_759","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_759","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_760","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_760","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_761","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_761","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_762","wastewater_to_clinics",21,19,29,"Within 95% CI"
"Tree_762","clinics_to_wastewater",20,19,29,"Within 95% CI"
"Tree_763","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_763","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_764","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_764","clinics_to_wastewater",21,19,29,"Within 95% CI"
"Tree_765","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_765","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_766","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_766","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_767","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_767","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_768","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_768","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_769","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_769","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_770","wastewater_to_clinics",25,20,30.025,"Within 95% CI"
"Tree_770","clinics_to_wastewater",24,20,30.025,"Within 95% CI"
"Tree_771","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_771","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_772","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_772","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_773","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_773","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_774","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_774","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_775","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_775","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_776","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_776","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_777","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_777","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_778","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_778","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_779","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_779","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_780","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_780","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_781","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_781","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_782","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_782","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_783","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_783","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_784","wastewater_to_clinics",25,19.975,30,"Within 95% CI"
"Tree_784","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_785","wastewater_to_clinics",25,20,31,"Within 95% CI"
"Tree_785","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_786","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_786","clinics_to_wastewater",22,19.975,30,"Within 95% CI"
"Tree_787","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_787","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_788","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_788","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_789","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_789","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_790","wastewater_to_clinics",24,20,31,"Within 95% CI"
"Tree_790","clinics_to_wastewater",23,20,31,"Within 95% CI"
"Tree_791","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_791","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_792","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_792","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_793","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_793","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_794","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_794","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_795","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_795","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_796","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_796","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_797","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_797","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_798","wastewater_to_clinics",27,20.975,30,"Within 95% CI"
"Tree_798","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_799","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_799","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_800","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_800","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_801","wastewater_to_clinics",23,20,31,"Within 95% CI"
"Tree_801","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_802","wastewater_to_clinics",26,21,30,"Within 95% CI"
"Tree_802","clinics_to_wastewater",25,21,30,"Within 95% CI"
"Tree_803","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_803","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_804","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_804","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_805","wastewater_to_clinics",20,19,29,"Within 95% CI"
"Tree_805","clinics_to_wastewater",19,19,29,"Within 95% CI"
"Tree_806","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_806","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_807","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_807","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_808","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_808","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_809","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_809","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_810","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_810","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_811","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_811","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_812","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_812","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_813","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_813","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_814","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_814","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_815","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_815","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_816","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_816","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_817","wastewater_to_clinics",26,20,29,"Within 95% CI"
